"","created_month","id_village_grp","created_year","inreminders","old_sys_bug","reminder_system_type","elig_meas_rem","trmeasles_rem","trmeasles_sub","injpal_data","id_district","id_phc","id_sc","district","final_phc","has_hra","final_sc","final_village_name","village_population","inctreat","inctreat_arm","trtreat_arm_server_first","trtreat_arm_server_second","commtreat_arm","vil_added_later","vil_phc_surv","baseline","endline","samp_endl","serveronly","missingfromserver","vil_other","missing_commtreat","num_main_ever","BCG_ever","Penta1_ever","Penta2_ever","Penta3_ever","Measles1_ever","fully_immunized","reminder_control_first","reminder_control_second","trfrac33_first","trfrac33_second","trfrac66_first","trfrac66_second","trfrac100_second","communication_control","random","gossip","trusted","trustgossip","seedsrisk","anyseed","incentive_control","highslope","highflat","lowslope","lowflat","flat","slope","nchildren","nchildren_m5","nchildren_9mo","nchildren_9mo_m5","nkidsvillage","nkidsvillage_9mo","nkidsvillage_m5","nkidsvillage_9mo_m5","shot_BCG","shot_Penta1","shot_Measles1","shot_Penta3","shot_Penta2","hist_BCG","hist_NR_BCG","hist_Penta1","hist_NR_Penta1","hist_Penta2","hist_NR_Penta2","hist_Penta3","hist_NR_Penta3","hist_Measles1","hist_NR_Measles1","num_main_any","num_main_shots","num_shots_hist","first_implementation","SMSblast","fixed_cost","variable_cost","total_cost","shots_per_dollar"
"28222",12,"7_24_03_V01N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","G Tikola",474,1,2,2,2,0,0,0,0,0,0,0,0,0,1,11,5,4,1,1,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,9,9,1,1,37,21,35,20,3,4,0,1,1,2,2,0,0,0,0,0,0,0,0,35,9,2,0,1,3.56,0,3.56,0
"28223",1,"7_24_03_V01N_0",2018,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","G Tikola",474,1,2,2,2,0,0,0,0,0,0,0,0,0,1,11,2,2,5,2,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,11,11,2,2,37,21,35,20,2,2,0,2,5,0,0,0,0,0,0,0,0,0,0,40,11,0,0,1,3.56,0,3.56,0
"28224",2,"7_24_03_V01N_0",2018,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","G Tikola",474,1,2,2,2,0,0,0,0,0,0,0,0,0,1,12,3,5,0,4,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,10,10,0,0,37,21,35,20,1,5,0,4,0,2,2,0,0,0,0,0,0,0,0,41,10,2,0,1,3.56,0,3.56,0
"28225",3,"7_24_03_V01N_0",2018,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","G Tikola",474,1,2,2,2,0,0,0,0,0,0,0,0,0,1,16,2,2,6,2,4,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,12,11,5,5,37,21,35,20,0,1,3,1,5,2,2,1,1,1,1,1,1,1,1,54,10,6,0,1,3.56,76.6420485257985,80.2020485257985,0.0374055283517477
"28226",4,"7_24_03_V02N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,64,19,19,15,8,2,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,19,19,19,19,121,76,120,75,1,4,2,6,7,18,18,15,15,9,9,2,2,0,0,203,20,44,1,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28227",5,"7_24_03_V02N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,76,20,18,15,13,10,9,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,26,26,26,26,121,76,120,75,4,4,10,4,5,16,16,14,14,10,10,9,9,0,0,247,27,49,1,1,3.56,255.473495085995,259.033495085995,0.0386050460257279
"28228",6,"7_24_03_V02N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,55,12,12,12,10,9,9,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,19,19,19,19,121,76,120,75,1,2,9,3,4,11,11,10,10,8,8,7,7,0,0,178,19,36,1,1,3.56,229.926145577396,233.486145577396,0.038546184304613
"28229",7,"7_24_03_V02N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,30,7,8,5,7,3,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,14,14,14,14,121,76,120,75,0,4,3,5,2,7,7,4,4,3,3,2,2,0,0,102,14,16,1,1,3.56,76.6420485257985,80.2020485257985,0.0374055283517477
"28230",8,"7_24_03_V02N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,37,10,9,7,4,7,7,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,23,23,23,23,121,76,120,75,5,7,7,2,5,5,5,2,2,2,2,2,2,0,0,116,26,11,1,1,3.56,178.831446560197,182.391446560197,0.0383789927215129
"28231",9,"7_24_03_V02N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,31,5,5,10,4,6,5,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,22,22,20,20,121,76,120,75,3,2,6,2,9,2,2,2,2,1,1,2,2,0,0,84,22,7,1,1,3.56,153.284097051597,156.844097051597,0.0382545477502171
"28232",10,"7_24_03_V02N_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,28,9,9,2,5,2,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,23,23,10,10,121,76,120,75,7,9,2,5,2,3,3,0,0,0,0,0,0,0,0,88,25,3,1,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28233",11,"7_24_03_V02N_0",2017,1,1,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,20,10,3,4,3,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,17,17,5,5,121,76,120,75,8,3,0,3,4,2,2,0,0,0,0,0,0,0,0,58,18,2,0,1,3.56,0,3.56,0
"28234",12,"7_24_03_V02N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,39,15,17,1,4,2,1,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,31,31,6,6,121,76,120,75,11,17,2,5,1,5,5,0,0,0,0,0,0,0,0,149,36,5,0,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28235",1,"7_24_03_V02N_0",2018,0,1,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,37,8,6,17,4,2,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,26,25,5,4,121,76,120,75,4,3,1,3,15,4,4,3,3,2,2,1,1,1,1,127,26,11,0,1,3.56,25.5473495085995,29.1073495085995,0.0343555843071372
"28236",2,"7_24_03_V02N_0",2018,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,33,2,8,6,11,6,6,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,33,33,10,10,121,76,120,75,0,7,6,11,6,2,2,1,1,0,0,0,0,0,0,121,30,3,0,1,3.56,153.284097051597,156.844097051597,0.0382545477502171
"28237",3,"7_24_03_V02N_0",2018,0,NA,"Old System",NA,NA,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Jainpur",3679,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,121,76,120,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3.56,0,3.56,0
"28238",3,"7_24_03_V03Y_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,49,16,15,10,7,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,16,16,16,16,86,51,83,49,2,4,2,5,3,14,14,10,10,7,7,2,2,0,0,133,16,33,1,1,3.66,51.094699017199,54.754699017199,0.0365265454088567
"28239",4,"7_24_03_V03Y_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,26,8,8,5,3,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,14,14,14,14,86,51,83,49,0,7,1,2,5,9,9,3,3,1,1,1,1,0,0,87,15,14,1,1,3.66,25.5473495085995,29.2073495085995,0.0342379578025582
"28240",5,"7_24_03_V03Y_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,39,9,9,11,7,3,3,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,21,21,21,21,86,51,83,49,3,5,3,4,8,6,6,4,4,3,3,3,3,0,0,137,23,16,1,1,3.66,76.6420485257985,80.3020485257985,0.0373589473129841
"28241",6,"7_24_03_V03Y_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,28,6,4,6,8,4,4,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,17,17,17,17,86,51,83,49,3,1,4,5,3,3,3,2,2,2,2,2,2,0,0,78,16,9,1,1,3.66,102.189398034398,105.849398034398,0.0377895394237397
"28242",7,"7_24_03_V03Y_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,29,8,7,6,4,4,4,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,13,13,13,13,86,51,83,49,2,2,4,2,3,6,6,5,5,3,3,3,3,0,0,92,13,17,1,1,3.66,102.189398034398,105.849398034398,0.0377895394237397
"28243",8,"7_24_03_V03Y_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,15,3,2,2,4,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,12,12,10,10,86,51,83,49,2,3,1,4,1,1,1,0,0,0,0,0,0,0,0,41,11,1,1,1,3.66,25.5473495085995,29.2073495085995,0.0342379578025582
"28244",9,"7_24_03_V03Y_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,25,6,3,5,1,6,6,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,20,20,14,14,86,51,83,49,6,4,6,1,7,1,1,0,0,0,0,0,0,0,0,74,24,1,1,1,3.66,153.284097051597,156.944097051597,0.0382301731171669
"28245",10,"7_24_03_V03Y_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,20,5,5,2,3,4,3,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,13,12,6,5,86,51,83,49,2,4,3,2,1,3,3,2,2,1,1,1,1,1,1,65,12,8,1,1,3.66,76.6420485257985,80.3020485257985,0.0373589473129841
"28246",11,"7_24_03_V03Y_0",2017,0,0,"Old System",0,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,20,4,4,4,3,5,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,15,14,7,6,86,51,83,49,2,3,4,2,3,2,2,1,1,1,1,1,1,1,1,59,14,6,0,1,3.66,102.189398034398,105.849398034398,0.0377895394237397
"28247",12,"7_24_03_V03Y_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,31,10,11,3,5,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,24,24,3,3,86,51,83,49,5,10,2,5,2,5,5,1,1,1,1,0,0,0,0,93,24,7,0,1,3.66,51.094699017199,54.754699017199,0.0365265454088567
"28248",1,"7_24_03_V03Y_0",2018,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,9,0,3,4,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,9,9,0,0,86,51,83,49,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,36,9,0,0,1,3.66,0,3.66,0
"28249",2,"7_24_03_V03Y_0",2018,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,31,9,7,6,4,5,3,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,24,23,6,6,86,51,83,49,4,6,4,3,5,5,5,1,1,1,1,1,1,1,1,112,22,9,0,1,3.66,102.189398034398,105.849398034398,0.0377895394237397
"28250",3,"7_24_03_V03Y_0",2018,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tajpur",2482,1,2,2,2,3,0,1,1,1,0,0,0,0,0,22,0,2,6,6,4,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,20,20,6,6,86,51,83,49,0,2,2,6,6,0,0,0,0,0,0,0,0,0,0,61,16,0,0,1,3.66,51.094699017199,54.754699017199,0.0365265454088567
"28251",3,"7_24_03_V04N_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,50,17,15,11,6,1,1,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,17,17,17,17,73,46,71,45,4,4,1,5,5,13,13,11,11,6,6,1,1,0,0,146,19,31,1,1,3.56,25.5473495085995,29.1073495085995,0.0343555843071372
"28252",4,"7_24_03_V04N_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,35,8,8,7,8,3,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,19,19,19,19,73,46,71,45,2,5,3,5,4,6,6,4,4,3,3,3,3,0,0,99,19,16,1,1,3.56,76.6420485257985,80.2020485257985,0.0374055283517477
"28253",5,"7_24_03_V04N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,16,2,5,3,5,1,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,11,10,11,10,73,46,71,45,0,4,0,4,2,2,2,1,1,1,1,1,1,1,1,50,10,6,1,1,3.56,0,3.56,0
"28254",6,"7_24_03_V04N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,16,4,2,4,4,2,1,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,10,10,10,10,73,46,71,45,2,1,2,3,3,2,2,1,1,1,1,1,1,0,0,50,11,5,1,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28255",7,"7_24_03_V04N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,17,4,2,3,6,2,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,9,9,9,9,73,46,71,45,2,0,2,4,1,2,2,2,2,2,2,2,2,0,0,48,9,8,1,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28256",8,"7_24_03_V04N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,27,7,5,4,5,6,6,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,11,11,8,8,73,46,71,45,3,1,6,1,0,4,4,4,4,4,4,4,4,0,0,75,11,16,1,1,3.56,153.284097051597,156.844097051597,0.0382545477502171
"28257",9,"7_24_03_V04N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,32,9,10,5,2,6,6,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,17,17,10,10,73,46,71,45,1,7,6,0,3,8,8,3,3,2,2,2,2,0,0,100,17,15,1,1,3.56,153.284097051597,156.844097051597,0.0382545477502171
"28258",10,"7_24_03_V04N_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,22,3,3,7,3,6,5,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,16,16,8,8,73,46,71,45,2,2,6,2,6,1,1,1,1,1,1,1,1,0,0,66,18,4,1,1,3.56,153.284097051597,156.844097051597,0.0382545477502171
"28259",11,"7_24_03_V04N_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,17,7,2,3,3,2,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,16,16,3,3,73,46,71,45,6,3,2,3,3,2,2,0,0,0,0,0,0,0,0,55,17,2,0,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28260",12,"7_24_03_V04N_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,13,2,4,1,4,2,1,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,9,9,2,2,73,46,71,45,1,3,2,3,1,1,1,1,1,1,1,1,1,0,0,47,10,4,0,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28261",1,"7_24_03_V04N_0",2018,0,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,18,2,4,6,2,4,4,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,14,14,4,4,73,46,71,45,0,3,4,2,5,2,2,1,1,1,1,1,1,0,0,64,14,5,0,1,3.56,102.189398034398,105.749398034398,0.0378252744162088
"28262",2,"7_24_03_V04N_0",2018,1,1,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,14,3,2,4,5,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,11,11,0,0,73,46,71,45,1,1,0,5,4,2,2,1,1,0,0,0,0,0,0,50,11,3,0,1,3.56,0,3.56,0
"28263",3,"7_24_03_V04N_0",2018,1,1,"Old System",1,0,0,TRUE,7,"7_24","7_24_03","Sonipat","Murthal",1,"Jainpur","Tikola",2261,1,2,2,2,0,0,1,0,0,0,0,0,0,1,16,4,3,2,4,3,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,10,9,3,3,73,46,71,45,1,1,2,3,1,3,3,2,2,1,1,1,1,1,1,59,8,8,0,1,3.56,51.094699017199,54.654699017199,0.0365933768909903
"28264",3,"7_24_04_V01N_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,32,8,8,6,6,4,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,8,7,8,7,73,49,72,48,0,2,3,2,0,8,8,6,6,6,6,4,4,1,1,95,7,25,1,1,3.56,71.113792997543,74.673792997543,0.0401747370740724
"28265",4,"7_24_04_V01N_0",2017,0,0,"Old System",0,0,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,64,17,16,13,11,7,7,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,17,17,17,17,73,49,72,48,2,3,7,4,2,15,15,13,13,11,11,7,7,0,0,184,18,46,1,1,3.56,165.932183660934,169.492183660934,0.0412998396079632
"28266",5,"7_24_04_V01N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,29,9,7,6,4,3,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,13,13,13,13,73,49,72,48,2,4,3,1,3,7,7,3,3,3,3,3,3,0,0,80,13,16,1,1,3.56,71.113792997543,74.673792997543,0.0401747370740724
"28267",6,"7_24_04_V01N_0",2017,0,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,18,4,4,3,4,2,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,73,49,72,48,2,1,2,2,1,3,3,3,3,2,2,2,2,0,0,58,8,10,1,1,3.56,47.4091953316953,50.9691953316953,0.03923938737868
"28268",7,"7_24_04_V01N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,21,8,3,5,3,2,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,11,11,10,10,73,49,72,48,5,0,2,1,3,3,3,3,3,2,2,2,2,0,0,62,11,10,1,1,3.56,47.4091953316953,50.9691953316953,0.03923938737868
"28269",8,"7_24_04_V01N_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,13,3,3,2,2,3,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,10,10,9,9,73,49,72,48,1,2,3,2,2,2,2,1,1,0,0,0,0,0,0,41,10,3,1,1,3.56,71.113792997543,74.673792997543,0.0401747370740724
"28270",9,"7_24_04_V01N_0",2017,1,0,"Old System",1,1,1,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,15,6,5,1,2,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,11,11,6,6,73,49,72,48,3,5,0,2,1,3,3,1,1,0,0,0,0,0,0,45,11,4,1,1,3.56,0,3.56,0
"28271",10,"7_24_04_V01N_0",2017,1,0,"Old System",1,0,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,16,4,3,6,1,1,1,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,14,14,6,6,73,49,72,48,3,3,1,1,6,2,2,0,0,0,0,0,0,0,0,48,14,2,1,1,3.56,23.7045976658477,27.2645976658477,0.0366775997304602
"28272",11,"7_24_04_V01N_0",2017,0,0,"Old System",1,1,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,19,3,4,3,6,3,2,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,16,16,8,8,73,49,72,48,2,3,3,5,2,1,1,1,1,1,1,1,1,0,0,65,15,4,0,1,3.56,71.113792997543,74.673792997543,0.0401747370740724
"28273",12,"7_24_04_V01N_0",2017,0,1,"Old System",1,0,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,14,1,2,5,3,3,3,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,13,13,5,5,73,49,72,48,0,2,3,3,5,1,1,0,0,0,0,0,0,0,0,44,13,1,0,1,3.56,71.113792997543,74.673792997543,0.0401747370740724
"28274",1,"7_24_04_V01N_0",2018,0,1,"Old System",1,1,0,TRUE,7,"7_24","7_24_04","Sonipat","Murthal",1,"Mehndipur","Bakhtawarpur",2300,1,3,2,2,0,0,1,0,0,0,0,0,0,1,18,5,6,2,4,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,15,15,2,2,73,49,72,48,1,5,0,4,2,4,4,0,0,0,0,0,0,0,0,63,12,4,0,1,3.56,0,3.56,0
